geometry,lat,lon
POINT (-74.03191429973907 40.75412687549275),40.75412687549275,-74.03191429973907
POINT (-73.984347 40.671491),40.671491,-73.984347
POINT (-73.8871957167216 40.85538300369048),40.85538300369048,-73.8871957167216
POINT (-73.983464 40.771142),40.771142,-73.983464
POINT (-73.70051622390747 40.75473441810165),40.75473441810165,-73.70051622390747
POINT (-73.99221691224146 40.73618108572264),40.73618108572264,-73.99221691224146
POINT (-73.95865880705819 40.81586517490488),40.81586517490488,-73.95865880705819
POINT (-73.983596 40.725379),40.725379,-73.983596
POINT (-73.99338662624359 40.72182173511077),40.72182173511077,-73.99338662624359
POINT (-73.99227619171143 40.74354350566864),40.74354350566864,-73.99227619171143
POINT (-74.00526092094141 40.74927943804707),40.74927943804707,-74.00526092094141
POINT (-74.004466 40.74789),40.74789,-74.004466
POINT (-73.98780940907962 40.728533490919695),40.728533490919695,-73.98780940907962
POINT (-73.99939036614418 40.72830139796133),40.72830139796133,-73.99939036614418
POINT (-73.98234006198565 40.75563015745106),40.75563015745106,-73.98234006198565
POINT (-73.98787200450897 40.72255506672044),40.72255506672044,-73.98787200450897
POINT (-73.98356250040155 40.72942421656328),40.72942421656328,-73.98356250040155
POINT (-73.996878 40.72040765),40.72040765,-73.996878
POINT (-73.97912610229315 40.66998064735918),40.66998064735918,-73.97912610229315
POINT (-73.969129 40.676917),40.676917,-73.969129
POINT (-73.98817777633667 40.72877103619742),40.72877103619742,-73.98817777633667
POINT (-73.9879471450857 40.722627407661626),40.722627407661626,-73.9879471450857
POINT (-74.00247395038605 40.730375),40.730375,-74.00247395038605
POINT (-73.97760519192389 40.7843169021422),40.7843169021422,-73.97760519192389
POINT (-74.00571405887604 40.71021491165874),40.71021491165874,-74.00571405887604
POINT (-73.93633604049683 40.76846798724453),40.76846798724453,-73.93633604049683
POINT (-73.9822769165039 40.753271503883234),40.753271503883234,-73.9822769165039
POINT (-73.98184776306152 40.76806170936614),40.76806170936614,-73.98184776306152
POINT (-73.9734148979187 40.7827998810992),40.7827998810992,-73.9734148979187
POINT (-73.999773 40.724566),40.724566,-73.999773
POINT (-73.97764205932617 40.7420222437805),40.7420222437805,-73.97764205932617
POINT (-73.96833024812483 40.75536822129624),40.75536822129624,-73.96833024812483
POINT (-74.09027472482771 40.69558097109213),40.69558097109213,-74.09027472482771
POINT (-73.87712976175419 40.71749651604745),40.71749651604745,-73.87712976175419
POINT (-73.995567 40.754023),40.754023,-73.995567
POINT (-73.96864018539301 40.75730501775622),40.75730501775622,-73.96864018539301
POINT (-74.19709277315533 40.677622830904646),40.677622830904646,-74.19709277315533
POINT (-73.85906946580768 40.85820875001527),40.85820875001527,-73.85906946580768
POINT (-73.96953642368317 40.79818453817657),40.79818453817657,-73.96953642368317
POINT (-74.02969380523845 40.61897718903565),40.61897718903565,-74.02969380523845
POINT (-73.99688255718414 40.74233355166768),40.74233355166768,-73.99688255718414
POINT (-74.1556355095802 40.83924748272075),40.83924748272075,-74.1556355095802
POINT (-73.94854488859387 40.76928563276181),40.76928563276181,-73.94854488859387
POINT (-73.989779 40.7295196),40.7295196,-73.989779
POINT (-73.97048831949132 40.79395959557889),40.79395959557889,-73.97048831949132
POINT (-74.10887038333334 40.82586236666667),40.82586236666667,-74.10887038333334
POINT (-73.851788 40.66653192043304),40.66653192043304,-73.851788
POINT (-73.90729162358191 40.76039180137498),40.76039180137498,-73.90729162358191
POINT (-73.95259740757663 40.77830946029427),40.77830946029427,-73.95259740757663
POINT (-73.980599 40.742407),40.742407,-73.980599
POINT (-74.10164869161868 40.64262169799627),40.64262169799627,-74.10164869161868
POINT (-73.80073403370818 40.79324440958532),40.79324440958532,-73.80073403370818
POINT (-73.96340423 40.63391625881195),40.63391625881195,-73.96340423
POINT (-74.15057813358304 40.74726592423721),40.74726592423721,-74.15057813358304
POINT (-73.9630937576294 40.96923810268508),40.96923810268508,-73.9630937576294
POINT (-74.00588035583496 40.71265872860487),40.71265872860487,-74.00588035583496
POINT (-73.97336953664879 40.76280318635086),40.76280318635086,-73.97336953664879
POINT (-73.99866788 40.72298525),40.72298525,-73.99866788
POINT (-74.00553062929895 40.72637613547322),40.72637613547322,-74.00553062929895
POINT (-73.99233742848385 40.69846023249809),40.69846023249809,-73.99233742848385
POINT (-73.992 40.738586),40.738586,-73.992
POINT (-73.77933174665857 40.67870588403204),40.67870588403204,-73.77933174665857
POINT (-74.17414364500715 40.85292042552026),40.85292042552026,-74.17414364500715
POINT (-74.00280483585269 40.72851858988121),40.72851858988121,-74.00280483585269
POINT (-74.06760334968567 40.97803107978049),40.97803107978049,-74.06760334968567
POINT (-73.976789 40.644043),40.644043,-73.976789
POINT (-73.94179432849904 40.81802912751538),40.81802912751538,-73.94179432849904
POINT (-73.959392 40.648694),40.648694,-73.959392
POINT (-73.91496197229245 40.84459110738235),40.84459110738235,-73.91496197229245
POINT (-73.9997404238227 40.72281892509554),40.72281892509554,-73.9997404238227
POINT (-73.95864158744281 40.742215988126894),40.742215988126894,-73.95864158744281
POINT (-74.19262 40.8070445),40.8070445,-74.19262
