uid:token,venue_id:token,timestamp:token
2,4047,86
2,36065,87
2,3619,88
2,8201,89
2,34564,90
2,15852,91
2,6998,92
2,3115,93
2,3931,94
2,24536,95
2,1028,96
2,27055,97
2,23258,98
2,16451,99
3,34315,0
3,28120,1
3,1427,2
3,4329,3
3,26476,4
3,16226,5
3,35,6
3,1600,7
3,365,8
3,12274,9
3,22187,10
3,6032,11
3,31421,12
3,14562,13
3,6032,14
3,1614,15
3,12274,16
3,1643,17
3,25832,18
3,3163,19
3,8697,20
3,36155,21
3,6957,22
3,21543,23
3,28175,24
3,6788,25
3,34267,26
3,28175,27
3,12274,28
3,32038,29
3,2008,30
3,1068,31
3,32123,32
3,26273,33
3,3764,34
3,3232,35
3,1371,36
3,4593,37
3,17979,38
3,2674,39
3,2719,40
3,928,41
3,34267,42
3,7436,43
3,17525,44
3,13779,45
3,192,46
3,3256,47
3,2177,48
3,6784,49
3,575,50
3,365,51
3,2212,52
3,29156,53
3,99,54
3,3646,55
3,36014,56
3,34307,57
3,2586,58
3,2008,59
3,24689,60
3,6784,61
3,2845,62
3,1277,63
3,36012,64
3,23450,65
3,11660,66
3,3160,67
3,2177,68
3,3160,69
3,1808,70
3,26814,71
3,29156,72
3,7106,73
3,7784,74
3,1652,75
3,27270,76
3,19031,77
3,2352,78
3,8579,79
3,14393,80
3,7784,81
3,2340,82
3,12274,83
3,22855,84
3,6032,85
3,12274,86
3,22855,87
3,11731,88
3,5936,89
3,26010,90
3,8295,91
3,22916,92
3,29743,93
3,1597,94
3,22855,95
3,6788,96
3,19458,97
3,28175,98
3,4685,99
4,29002,0
4,29002,1
4,23435,2
4,5685,3
4,2817,4
4,4844,5
4,2306,6
4,4009,7
4,5651,8
4,3988,9
4,3191,10
4,18560,11
4,4517,12
4,26148,13
4,26148,14
4,16761,15
4,162,16
4,12013,17
4,9322,18
4,25024,19
4,16941,20
4,15993,21
4,7137,22
4,657,23
4,7202,24
4,30346,25
4,5685,26
4,9322,27
4,4517,28
4,4517,29
4,16416,30
4,17519,31
4,9322,32
4,5651,33
4,9322,34
4,29002,35
4,9322,36
4,29002,37
4,9322,38
4,12341,39
4,11224,40
4,4351,41
4,9322,42
4,9322,43
4,13281,44
4,4009,45
4,9322,46
4,3970,47
4,29002,48
4,22443,49
4,17594,50
4,9862,51
4,17594,52
4,3562,53
4,3818,54
4,1280,55
4,898,56
4,4517,57
4,4009,58
4,5903,59
4,11726,60
4,17274,61
4,8358,62
4,6175,63
4,16059,64
4,9322,65
4,9322,66
4,23445,67
4,9322,68
4,25589,69
4,1384,70
4,2255,71
4,29002,72
4,9322,73
4,16416,74
4,18493,75
4,22174,76
4,9322,77
4,27203,78
4,9322,79
4,5903,80
4,9322,81
4,9322,82
4,1586,83
4,5685,84
4,24800,85
4,9322,86
4,9322,87
4,21736,88
4,7137,89
4,33475,90
4,29002,91
4,23243,92
4,1028,93
4,9322,94
4,18560,95
4,7360,96
4,4517,97
4,4517,98
4,1589,99
5,7459,0
5,5569,1
5,32969,2
5,7459,3
5,7013,4
5,34020,5
5,33734,6
5,7459,7
5,5569,8
5,7676,9
5,4547,10
5,15735,11
5,34020,12
5,7459,13
5,2861,14
5,18398,15
5,2861,16
5,2861,17
5,9429,18
5,7459,19
5,2861,20
5,7676,21
5,2861,22
5,2861,23
5,33734,24
5,2861,25
5,27570,26
5,34082,27
5,14869,28
5,5085,29
5,4547,30
5,4235,31
5,15735,32
5,22053,33
5,27570,34
5,34020,35
5,7459,36
5,5569,37
5,2861,38
5,14008,39
5,5085,40
5,27570,41
5,16687,42
5,26788,43
5,15632,44
5,4235,45
5,4235,46
5,4547,47
5,31006,48
5,34082,49
5,7459,50
5,5084,51
5,27570,52
5,5085,53
5,4547,54
5,4547,55
5,8908,56
5,15735,57
5,34020,58
5,5085,59
5,34020,60
5,15735,61
5,34020,62
5,5085,63
5,4547,64
5,5084,65
5,5569,66
5,15735,67
5,4020,68
5,33734,69
5,7459,70
5,2861,71
5,27570,72
5,4020,73
5,33734,74
5,5569,75
5,15858,76
5,5569,77
5,2861,78
5,7459,79
5,2861,80
5,13439,81
5,33734,82
5,7459,83
5,5569,84
5,2861,85
5,2861,86
5,27570,87
5,2861,88
5,24318,89
5,6416,90
5,33734,91
5,7459,92
5,2861,93
5,25390,94
5,15310,95
5,27570,96
5,7459,97
5,27570,98
5,33734,99
6,10065,0
6,24948,1
6,30250,2
6,25722,3
6,38081,4
6,21306,5
6,9012,6
6,6788,7
6,6153,8
6,20049,9
6,35895,10
6,21306,11
6,451,12
6,7366,13
6,7025,14
6,29513,15
6,10065,16
6,20049,17
6,31268,18
6,8201,19
6,21306,20
6,10065,21
6,7424,22
6,14970,23
6,10346,24
6,26782,25
6,15599,26
6,21306,27
6,7424,28
6,15596,29
6,10663,30
6,15596,31
6,21306,32
6,2360,33
6,20627,34
6,7025,35
6,21306,36
6,31268,37
6,34026,38
6,36396,39
6,37885,40
6,23474,41
6,9362,42
6,7275,43
6,9115,44
6,21306,45
6,32145,46
6,25740,47
6,26766,48
6,27336,49
6,23869,50
6,24696,51
6,16189,52
6,7050,53
6,9706,54
6,3917,55
6,25831,56
6,31268,57
6,20049,58
6,9115,59
6,4096,60
6,31268,61
6,8201,62
6,21306,63
6,13949,64
6,7424,65
6,36824,66
6,36231,67
6,32884,68
6,26765,69
6,25118,70
6,29346,71
6,25074,72
6,35811,73
6,21306,74
6,4758,75
6,21306,76
6,31268,77
6,36360,78
6,23474,79
6,10084,80
6,31268,81
6,5035,82
6,20049,83
6,12842,84
6,21306,85
6,29587,86
6,6788,87
6,37229,88
6,6788,89
6,6153,90
6,25687,91
6,7028,92
6,10065,93
6,1313,94
6,19424,95
6,21306,96
6,13949,97
6,31268,98
6,38294,99
7,6476,0
7,31100,1
7,16660,2
7,22745,3
7,32298,4
7,29864,5
7,22745,6
7,29002,7
7,1313,8
7,22745,9
7,22834,10
7,7940,11
7,22745,12
7,29002,13
7,22834,14
7,31100,15
7,4551,16
7,11293,17
7,7583,18
7,12020,19
7,17205,20
7,29002,21
7,7583,22
7,3174,23
7,758,24
7,35239,25
7,32298,26
7,26181,27
7,33308,28
7,730,29
7,19004,30
7,32298,31
7,22745,32
7,22745,33
7,29002,34
7,5925,35
7,2991,36
7,6783,37
7,21581,38
7,24731,39
7,31100,40
7,32298,41
7,32393,42
7,22745,43
7,32161,44
7,4271,45
7,7784,46
7,6747,47
7,3536,48
7,14037,49
7,32298,50
7,5482,51
7,22745,52
7,29002,53
7,25085,54
7,19004,55
7,9776,56
7,16383,57
7,22745,58
7,29002,59
7,29002,60
7,32298,61
7,22745,62
7,32298,63
7,26181,64
7,34288,65
7,29002,66
7,5482,67
7,11215,68
7,32298,69
7,22834,70
7,29002,71
7,32298,72
7,32298,73
7,33308,74
7,7583,75
7,22745,76
7,22745,77
7,22745,78
7,5601,79
7,7327,80
7,29864,81
7,22745,82
7,29002,83
7,2991,84
7,32298,85
7,22745,86
7,2991,87
7,4489,88
7,32298,89
7,19396,90
7,29002,91
7,32298,92
7,3604,93
7,11215,94
7,22745,95
7,32298,96
7,4489,97
7,5375,98
7,23539,99
8,7031,0
8,33022,1
8,25095,2
8,7031,3
8,29543,4
8,7651,5
8,7651,6
8,29977,7
8,963,8
8,10779,9
8,7031,10
8,6835,11
8,14445,12
8,9461,13
8,7031,14
8,7651,15
8,7031,16
8,9694,17
8,7031,18
8,7031,19
8,7031,20
8,1219,21
8,7031,22
8,31967,23
8,1639,24
8,7031,25
8,11670,26
8,7031,27
8,35478,28
8,7031,29
8,18833,30
8,7031,31
8,7031,32
8,11340,33
8,7031,34
8,29543,35
8,6835,36
8,29543,37
8,7651,38
8,6788,39
8,7031,40
8,11670,41
8,37513,42
8,963,43
8,7031,44
8,38266,45
8,7031,46
8,7031,47
8,7031,48
8,7031,49
8,928,50
8,7031,51
8,35478,52
8,3962,53
8,7031,54
8,3446,55
8,3333,56
8,7031,57
8,7651,58
8,7031,59
8,6835,60
8,7031,61
8,7031,62
8,7031,63
8,4692,64
8,2179,65
8,7031,66
8,6788,67
8,7031,68
8,31937,69
8,7031,70
8,35882,71
8,9174,72
8,7651,73
8,7031,74
8,7651,75
8,27024,76
8,7031,77
8,7031,78
8,7031,79
8,7031,80
8,7031,81
8,7031,82
8,7031,83
8,6588,84
8,7031,85
8,4072,86
8,7031,87
8,4072,88
8,12953,89
8,7957,90
8,7031,91
8,35619,92
8,162,93
8,7031,94
8,1239,95
8,2365,96
8,7957,97
8,4473,98
8,7031,99
9,34897,0
9,22152,1
9,1679,2
9,4690,3
9,33431,4
9,986,5
9,5994,6
9,1911,7
9,38073,8
9,29941,9
9,1770,10
9,2833,11
9,4866,12
9,305,13
9,23832,14
9,36449,15
9,23870,16
9,5057,17
9,6806,18
9,6016,19
9,33968,20
9,26635,21
9,680,22
9,11466,23
9,6806,24
9,2669,25
9,2783,26
9,23870,27
9,1046,28
9,33410,29
9,5057,30
9,26310,31
9,4903,32
9,2856,33
9,6283,34
9,1313,35
9,23532,36
9,32995,37
9,23870,38
9,2228,39
9,6247,40
9,20383,41
9,26635,42
9,32143,43
9,23870,44
9,6806,45
9,34800,46
9,950,47
9,35777,48
9,8917,49
9,16939,50
9,1313,51
9,1671,52
9,31,53
9,24278,54
9,26841,55
9,3289,56
9,2435,57
9,26841,58
9,6363,59
9,24358,60
9,18202,61
9,29601,62
9,31635,63
9,1562,64
9,6780,65
9,14537,66
9,2278,67
9,2067,68
9,21768,69
9,35281,70
9,85,71
9,14044,72
9,35300,73
9,735,74
9,25884,75
9,46,76
9,13483,77
9,23763,78
9,1371,79
9,2432,80
9,1001,81
9,4875,82
9,896,83
9,2316,84
9,4780,85
9,4938,86
9,1671,87
9,37314,88
9,3607,89
9,36347,90
9,3289,91
9,36546,92
9,13342,93
9,26630,94
9,25697,95
9,27114,96
9,2025,97
9,26808,98
9,3289,99
10,1314,0
10,31523,1
10,603,2
10,2591,3
10,18884,4
10,29156,5
10,3730,6
10,21732,7
10,1417,8
10,2905,9
10,28437,10
10,4333,11
10,28998,12
10,34998,13
10,951,14
10,32724,15
10,126,16
10,26955,17
10,4203,18
10,1263,19
10,36892,20
10,18884,21
10,23721,22
10,19470,23
10,2393,24
10,34998,25
10,4333,26
10,9498,27
10,603,28
10,10039,29
10,24872,30
10,10039,31
10,1612,32
10,11804,33
10,1639,34
10,4333,35
10,25090,36
10,5989,37
10,11804,38
10,4333,39
10,1036,40
10,1036,41
10,1711,42
10,3960,43
10,13066,44
10,29156,45
10,2490,46
10,33609,47
10,21432,48
10,163,49
10,5378,50
10,5032,51
10,3414,52
10,35136,53
10,22101,54
10,1961,55
10,1716,56
10,32724,57
10,28755,58
10,28423,59
10,17646,60
10,29156,61
10,6022,62
10,14818,63
10,15326,64
10,26852,65
10,32449,66
10,13066,67
10,1515,68
10,1515,69
10,3465,70
10,1808,71
10,17646,72
10,8945,73
10,17646,74
10,5032,75
10,950,76
10,23989,77
10,32724,78
10,16400,79
10,9200,80
10,1635,81
10,1808,82
10,7459,83
10,3117,84
10,3117,85
10,62,86
10,489,87
10,6034,88
10,13456,89
10,2980,90
10,8060,91
10,10434,92
10,3968,93
10,23668,94
10,37001,95
10,26750,96
10,26750,97
10,5109,98
10,6034,99
11,1382,0
11,17316,1
11,25814,2
11,1292,3
11,2358,4
11,24777,5
11,25814,6
11,25814,7
11,3314,8
11,25814,9
11,3314,10
11,1413,11
11,25814,12
11,25814,13
11,3849,14
11,1292,15
11,11535,16
11,1891,17
11,17337,18
11,4479,19
11,17620,20
11,25814,21
11,25814,22
11,18632,23
11,3314,24
11,1292,25
11,25814,26
11,1292,27
11,3314,28
11,11535,29
11,1292,30
11,1292,31
11,1413,32
11,25814,33
11,24745,34
11,25814,35
11,726,36
11,25814,37
11,1514,38
11,36555,39
11,24042,40
11,25814,41
11,25814,42
11,5055,43
11,25814,44
11,1292,45
11,2360,46
11,5055,47
11,1292,48
11,1511,49
11,11949,50
11,25814,51
11,21825,52
11,12983,53
11,3314,54
11,25814,55
11,10775,56
11,1435,57
11,119,58
11,17337,59
11,3314,60
11,1413,61
11,25814,62
11,25814,63
11,14379,64
11,21736,65
11,264,66
11,1891,67
11,25814,68
11,17337,69
11,1511,70
11,11949,71
11,25814,72
11,31230,73
11,2998,74
11,3317,75
11,8428,76
11,1511,77
11,27385,78
11,1891,79
11,5055,80
11,1413,81
11,25814,82
11,25814,83
11,1413,84
11,426,85
11,1292,86
11,25814,87
11,426,88
11,17337,89
11,426,90
11,25814,91
11,25814,92
11,24042,93
11,25259,94
11,25814,95
11,6953,96
11,23696,97
11,25814,98
11,264,99
12,10766,0
12,23146,1
12,7087,2
12,3931,3
12,3438,4
12,23146,5
12,10668,6
12,23146,7
12,2942,8
12,14778,9
12,29478,10
12,582,11
12,14778,12
12,29478,13
12,934,14
12,23146,15
12,19528,16
12,23146,17
12,1524,18
12,13085,19
12,6331,20
12,3849,21
12,10561,22
12,5614,23
12,20495,24
12,19528,25
12,23146,26
12,12786,27
12,1060,28
12,23146,29
12,23146,30
12,13878,31
12,803,32
12,22183,33
12,37911,34
12,19905,35
12,10912,36
12,5388,37
12,13511,38
12,10183,39
12,21413,40
12,19528,41
12,19528,42
12,13416,43
12,3436,44
12,8220,45
12,19528,46
12,23146,47
12,11989,48
12,20595,49
12,5514,50
12,23146,51
12,10183,52
12,23146,53
12,19528,54
12,13511,55
12,23146,56
12,36061,57
12,13416,58
12,13511,59
12,23146,60
12,13416,61
12,13416,62
12,23146,63
12,13416,64
12,17379,65
12,13511,66
12,23146,67
12,19528,68
12,20495,69
12,10766,70
12,10766,71
12,19068,72
12,8927,73
12,23374,74
12,18096,75
12,10183,76
12,2497,77
12,11266,78
12,14453,79
12,7154,80
12,20495,81
12,3436,82
12,19528,83
12,13907,84
12,18408,85
12,10766,86
12,15169,87
12,1052,88
12,11954,89
12,20495,90
12,3436,91
12,12721,92
12,10766,93
12,3436,94
12,19528,95
12,540,96
12,3438,97
12,19739,98
12,7566,99
13,37097,0
13,24402,1
13,24368,2
13,23845,3
13,33182,4
13,37097,5
13,35375,6
13,37078,7
13,34822,8
13,33190,9
13,37097,10
13,37096,11
13,37097,12
13,37078,13
13,34822,14
13,34822,15
13,24368,16
13,34117,17
13,34848,18
13,31746,19
13,31559,20
13,33527,21
13,26080,22
13,1432,23
13,37097,24
13,26080,25
13,23845,26
13,37097,27
13,35375,28
13,24368,29
13,22868,30
13,34822,31
13,34822,32
13,24368,33
13,37078,34
13,35375,35
13,35375,36
13,30975,37
13,26080,38
13,22862,39
13,33527,40
13,38030,41
13,35375,42
13,35375,43
13,35375,44
13,38030,45
13,26080,46
13,38092,47
13,38053,48
13,35375,49
13,26080,50
13,26080,51
13,31559,52
13,35375,53
13,25163,54
13,26080,55
13,33527,56
13,22868,57
13,37078,58
13,26080,59
13,33527,60
13,24494,61
13,26080,62
13,34117,63
13,34844,64
13,26080,65
13,38030,66
13,38030,67
13,31746,68
13,38030,69
13,27221,70
13,38030,71
13,37078,72
13,26080,73
13,38030,74
13,34117,75
13,23845,76
13,37078,77
13,26080,78
13,2245,79
13,34848,80
13,22868,81
13,37078,82
13,34822,83
13,26080,84
13,26080,85
13,26080,86
13,24368,87
13,22862,88
13,34117,89
13,38091,90
13,38092,91
13,38030,92
13,37078,93
13,26080,94
13,23845,95
13,26080,96
13,37078,97
13,26080,98
13,24368,99
14,9843,0
14,11259,1
14,902,2
14,902,3
14,950,4
14,902,5
14,902,6
14,902,7
14,902,8
14,902,9
14,21412,10
14,6391,11
14,29,12
14,902,13
14,902,14
14,11259,15
14,902,16
14,4261,17
14,902,18
14,9843,19
14,21412,20
14,902,21
14,21412,22
14,9843,23
14,3502,24
14,902,25
14,26582,26
14,902,27
14,29,28
14,17047,29
14,902,30
14,902,31
14,9843,32
14,902,33
14,902,34
14,593,35
14,902,36
14,20383,37
14,902,38
14,902,39
14,20383,40
14,902,41
14,950,42
14,902,43
14,902,44
14,2974,45
14,902,46
14,21412,47
14,2974,48
14,902,49
14,21412,50
14,902,51
14,323,52
14,902,53
14,902,54
14,902,55
14,902,56
14,21412,57
14,21614,58
14,902,59
14,902,60
14,21412,61
14,902,62
14,21412,63
14,21412,64
14,902,65
14,902,66
14,902,67
14,21412,68
14,36287,69
14,902,70
14,2636,71
14,902,72
14,950,73
14,902,74
14,902,75
14,902,76
14,21412,77
14,902,78
14,21412,79
14,902,80
14,950,81
14,7526,82
14,902,83
14,902,84
14,950,85
14,902,86
14,21412,87
14,902,88
14,902,89
14,902,90
14,902,91
14,902,92
14,902,93
14,20383,94
14,2212,95
14,902,96
14,902,97
14,20383,98
14,902,99
15,12135,0
15,634,1
15,1295,2
15,25885,3
15,34509,4
15,8371,5
15,6314,6
15,16167,7
15,10731,8
15,27398,9
15,634,10
15,12135,11
15,13379,12
15,12135,13
15,2357,14
15,2781,15
15,1262,16
15,1377,17
15,8371,18
15,13336,19
15,4928,20
15,1262,21
15,634,22
15,35150,23
15,3862,24
15,12135,25
15,21708,26
15,5439,27
15,5439,28
15,634,29
15,16167,30
15,11690,31
15,634,32
15,6314,33
15,5908,34
15,12135,35
15,28211,36
15,1377,37
15,5188,38
15,22777,39
15,24729,40
15,10731,41
15,1295,42
15,25885,43
15,12135,44
15,1511,45
15,11220,46
15,18514,47
15,12135,48
15,31421,49
15,27541,50
15,4317,51
15,12135,52
15,2781,53
15,24476,54
15,630,55
15,12135,56
15,16167,57
15,16199,58
15,3687,59
15,8371,60
15,16167,61
15,32433,62
15,32797,63
15,10063,64
15,16167,65
15,1295,66
15,2134,67
15,22738,68
15,1295,69
15,25885,70
15,34509,71
15,9904,72
15,2833,73
15,876,74
15,32447,75
15,78,76
15,2833,77
15,45,78
15,1262,79
15,5738,80
15,634,81
15,15150,82
15,1377,83
15,3687,84
15,12135,85
15,16167,86
15,634,87
15,25838,88
15,7548,89
15,34647,90
15,16167,91
15,12135,92
15,1673,93
15,18926,94
15,1056,95
15,20949,96
15,11670,97
15,6314,98
15,18205,99
16,8055,0
16,7283,1
16,15359,2
16,8055,3
16,26494,4
16,20751,5
16,9981,6
16,7417,7
16,9981,8
16,9981,9
16,8055,10
16,10840,11
16,19816,12
16,29774,13
16,8055,14
16,21946,15
16,8055,16
16,4863,17
16,8055,18
16,16518,19
16,32357,20
16,8055,21
16,8055,22
16,15359,23
16,7283,24
16,8055,25
16,15359,26
16,19816,27
16,8055,28
16,7677,29
16,8055,30
16,8055,31
16,9042,32
16,8055,33
16,17228,34
16,8055,35
16,8055,36
16,15607,37
16,23426,38
16,9981,39
16,19816,40
16,8055,41
16,16518,42
16,23639,43
16,1639,44
16,9981,45
16,8055,46
16,8055,47
16,9981,48
16,19816,49
16,10836,50
16,7392,51
16,10836,52
16,8055,53
16,19816,54
16,8055,55
16,19816,56
16,10840,57
16,12925,58
16,8055,59
16,15359,60
16,19816,61
16,15359,62
16,13127,63
16,8055,64
16,8055,65
16,12662,66
16,8055,67
16,8177,68
16,7914,69
16,7914,70
16,9981,71
16,15359,72
16,7914,73
16,8055,74
16,15359,75
16,7914,76
16,7662,77
16,1639,78
16,15359,79
16,8055,80
16,18215,81
16,8055,82
16,3126,83
16,7914,84
16,7914,85
16,8055,86
16,9543,87
16,29774,88
16,8055,89
16,18215,90
16,7914,91
16,8055,92
16,15359,93
16,10836,94
16,16518,95
16,15359,96
16,9981,97
16,17384,98
16,15359,99
17,13870,0
17,17833,1
17,26921,2
17,1745,3
17,26921,4
17,26921,5
17,26921,6
17,17788,7
17,13870,8
17,38259,9
17,26921,10
17,13870,11
17,19020,12
17,17474,13
17,21830,14
17,30593,15
17,17833,16
17,17833,17
17,19998,18
17,1745,19
17,17582,20
17,79,21
17,15962,22
17,33416,23
17,17921,24
17,26921,25
17,26921,26
17,19998,27
17,19998,28
17,29818,29
17,5455,30
17,8011,31
17,32239,32
17,21218,33
17,30593,34
17,7460,35
17,30593,36
17,18886,37
17,8059,38
17,79,39
17,30593,40
17,18701,41
17,19998,42
17,26921,43
17,17788,44
17,26921,45
17,26921,46
17,7952,47
17,36695,48
17,22935,49
17,7952,50
17,3081,51
17,24480,52
17,16265,53
17,5455,54
17,1590,55
17,1090,56
17,218,57
17,24480,58
17,7699,59
17,8225,60
17,930,61
17,3117,62
17,21922,63
17,15714,64
17,2865,65
17,2959,66
17,5443,67
17,7459,68
17,25007,69
17,15737,70
17,26039,71
17,8511,72
17,2571,73
17,24480,74
17,3114,75
17,2289,76
17,19998,77
17,16286,78
17,33738,79
17,3430,80
17,3686,81
17,9051,82
17,20559,83
17,19233,84
17,7460,85
17,18886,86
17,22242,87
17,19998,88
17,24480,89
17,26921,90
17,26921,91
17,26921,92
17,26921,93
17,26921,94
17,2322,95
17,2978,96
17,24480,97
17,30593,98
17,11977,99
18,3464,0
18,17821,1
18,3523,2
18,1313,3
18,30626,4
18,21660,5
18,24176,6
18,21660,7
18,319,8
18,21660,9
18,13708,10
18,1313,11
18,1827,12
18,6224,13
18,32135,14
18,4220,15
18,1550,16
18,2327,17
18,751,18
18,3774,19
18,27224,20
18,29807,21
18,2316,22
18,862,23
18,12976,24
18,196,25
18,3446,26
18,3276,27
18,3005,28
18,811,29
18,12101,30
18,4531,31
18,898,32
18,34062,33
18,30033,34
18,12101,35
18,4531,36
18,4435,37
18,2169,38
18,29723,39
18,1270,40
18,2061,41
18,117,42
18,3348,43
18,1434,44
18,1056,45
18,1549,46
18,2287,47
18,3005,48
18,20909,49
18,1313,50
18,1546,51
18,16533,52
18,13519,53
18,2265,54
18,863,55
18,3166,56
18,5245,57
18,4438,58
18,1313,59
18,986,60
18,9440,61
18,819,62
18,22367,63
18,19800,64
18,7075,65
18,764,66
18,35919,67
18,36011,68
18,3700,69
18,12976,70
18,862,71
18,9063,72
18,3524,73
18,487,74
18,1313,75
18,19712,76
18,1295,77
18,36011,78
18,1550,79
18,14113,80
18,1821,81
18,1511,82
18,4220,83
18,1280,84
18,11738,85
18,2265,86
18,26184,87
18,1245,88
18,35919,89
18,36011,90
18,2715,91
18,21664,92
18,33793,93
18,20629,94
18,12976,95
18,20629,96
18,2590,97
18,2255,98
18,21660,99
19,14121,0
19,23030,1
19,21247,2
19,11897,3
19,8262,4
19,14121,5
19,23030,6
19,32680,7
19,18216,8
19,24119,9
19,19247,10
19,27253,11
19,25239,12
19,32696,13
19,19233,14
19,3144,15
19,3144,16
19,24119,17
19,19247,18
19,17917,19
19,3091,20
19,35103,21
19,24119,22
19,19247,23
19,4675,24
19,14064,25
19,8835,26
19,22961,27
19,27611,28
19,8947,29
19,22427,30
19,24119,31
19,27611,32
19,21194,33
19,6878,34
19,6332,35
19,24119,36
19,18216,37
19,24119,38
19,19233,39
19,11568,40
19,13929,41
19,6216,42
19,29525,43
19,24119,44
19,16238,45
19,5433,46
19,19247,47
19,29829,48
19,13651,49
19,22427,50
19,24119,51
19,29525,52
19,7784,53
19,22427,54
19,34115,55
19,16796,56
19,29525,57
19,16238,58
19,24119,59
19,21233,60
19,29793,61
19,19130,62
19,13902,63
19,5433,64
19,25840,65
19,28636,66
19,14740,67
19,11841,68
19,15959,69
19,6216,70
19,21824,71
19,2746,72
19,28773,73
19,25797,74
19,24119,75
19,22427,76
19,18216,77
19,27155,78
19,33160,79
19,9646,80
19,18348,81
19,22220,82
19,13651,83
19,22311,84
19,29691,85
19,23698,86
19,758,87
19,24119,88
19,29525,89
19,20391,90
19,17291,91
19,1639,92
19,16578,93
19,27155,94
19,26615,95
19,2788,96
19,27155,97
19,8835,98
19,19199,99
20,4732,0
20,724,1
20,10228,2
20,16598,3
20,7023,4
20,25991,5
20,1335,6
20,17178,7
20,33405,8
20,16598,9
20,23113,10
20,29516,11
20,864,12
20,30147,13
20,21494,14
20,33405,15
20,18120,16
20,9534,17
20,17640,18
20,10613,19
20,19995,20
20,4998,21
20,413,22
20,31331,23
20,33914,24
20,16598,25
20,15333,26
20,15737,27
20,11849,28
20,1424,29
20,2278,30
20,22650,31
20,15145,32
20,33405,33
20,37608,34
20,29740,35
20,33405,36
20,29477,37
20,19799,38
20,23113,39
20,18120,40
20,33405,41
20,15145,42
20,33405,43
20,33405,44
20,9534,45
20,30642,46
20,20170,47
20,33405,48
20,17737,49
20,9534,50
20,8314,51
20,6957,52
20,6403,53
20,21157,54
20,28525,55
20,13409,56
20,35011,57
20,16598,58
20,16598,59
20,35777,60
20,24397,61
20,1441,62
20,17737,63
20,5542,64
20,2010,65
20,3357,66
20,32942,67
20,10501,68
20,1357,69
20,2580,70
20,2497,71
20,2424,72
20,21274,73
20,16816,74
20,9534,75
20,22460,76
20,2580,77
20,829,78
20,9534,79
20,2621,80
20,33405,81
20,31492,82
20,16003,83
20,33405,84
20,34603,85
20,9534,86
20,20093,87
20,31503,88
20,21749,89
20,3229,90
20,1280,91
20,6496,92
20,31275,93
20,25991,94
20,21149,95
20,1833,96
20,19712,97
20,9639,98
20,14213,99
21,10866,0
21,10843,1
21,10843,2
21,10843,3
21,6587,4
21,10843,5
21,3853,6
21,10843,7
21,10843,8
21,10843,9
21,6587,10
21,10866,11
21,20282,12
21,31096,13
21,10843,14
21,10866,15
21,30335,16
